commodity,variety,grade,min_price,modal_price,max_price,date,state,district,market,buffer_stock_qty_kg
Gram Dal,Desi,FAQ,61.09,64.7,69.39,2024-11-17,Uttar Pradesh,Lucknow,Dubagga Mandi,5895
Tur Dal,Unpolished,FAQ,98.33,106.51,116.25,2025-08-10,Maharashtra,Mumbai,Vashi APMC,4923
Tomato,Hybrid,FAQ,27.44,29.68,31.87,2025-09-17,Maharashtra,Mumbai,Vashi APMC,5855
Wheat,Sharbati,FAQ,26.85,29.8,32.03,2025-11-21,Uttar Pradesh,Lucknow,Dubagga Mandi,4754
Urad Dal,Black,FAQ,102.15,110.57,120.25,2025-01-12,Delhi,Delhi,Azadpur APMC,4103
Urad Dal,Black,FAQ,106.53,117.49,125.67,2025-04-14,Maharashtra,Mumbai,Vashi APMC,3690
Ginger,Local,FAQ,70.94,78.28,84.62,2025-10-24,Maharashtra,Mumbai,Vashi APMC,6036
Mustard Oil,Kachi Ghani,FAQ,122.08,135.49,145.28,2025-11-19,Maharashtra,Mumbai,Vashi APMC,5755
Gram Dal,Desi,FAQ,70.81,75.77,82.0,2025-01-10,Karnataka,Bengaluru,Yeshwantpur APMC,5194
Masoor Dal,Red,FAQ,72.75,78.76,85.79,2025-10-16,Maharashtra,Mumbai,Vashi APMC,6106
Gram Dal,Desi,FAQ,71.87,76.7,82.13,2025-08-13,Maharashtra,Mumbai,Vashi APMC,4423
Groundnut Oil,Filtered,FAQ,166.99,181.03,192.48,2025-02-28,Uttar Pradesh,Lucknow,Dubagga Mandi,5233
Milk,Toned,FAQ,55.28,60.41,66.12,2025-06-07,Uttar Pradesh,Lucknow,Dubagga Mandi,4069
Potato,Desi/Local,FAQ,25.76,27.66,29.62,2025-02-01,Uttar Pradesh,Lucknow,Dubagga Mandi,4305
Garlic,Desi,FAQ,107.52,114.35,124.28,2024-11-08,Delhi,Delhi,Azadpur APMC,5678
Masoor Dal,Red,FAQ,81.21,88.18,96.82,2025-04-18,Maharashtra,Mumbai,Vashi APMC,4483
Garlic,Desi,FAQ,95.23,103.43,109.08,2025-08-31,Karnataka,Bengaluru,Yeshwantpur APMC,6611
Sugar,M-30,FAQ,44.1,46.8,51.22,2025-02-15,Karnataka,Bengaluru,Yeshwantpur APMC,4785
Moong Dal,Split,FAQ,91.34,96.15,102.39,2025-07-19,Delhi,Delhi,Azadpur APMC,4912
Moong Dal,Split,FAQ,80.39,86.81,91.77,2025-10-28,Uttar Pradesh,Lucknow,Dubagga Mandi,5513
Tomato,Hybrid,FAQ,33.01,34.82,36.76,2024-11-25,Uttar Pradesh,Lucknow,Dubagga Mandi,5362
Urad Dal,Black,FAQ,93.95,102.5,110.73,2025-07-12,Delhi,Delhi,Azadpur APMC,4809
Tur Dal,Unpolished,FAQ,100.44,108.08,117.85,2025-01-20,Karnataka,Bengaluru,Yeshwantpur APMC,5569
Masoor Dal,Red,FAQ,75.44,81.49,88.72,2025-10-01,Maharashtra,Mumbai,Vashi APMC,5305
Masoor Dal,Red,FAQ,73.17,80.22,84.43,2025-10-13,Uttar Pradesh,Lucknow,Dubagga Mandi,5864
Urad Dal,Black,FAQ,92.33,98.94,107.42,2025-08-31,Uttar Pradesh,Lucknow,Dubagga Mandi,5357
Urad Dal,Black,FAQ,103.01,110.62,119.31,2024-12-12,Uttar Pradesh,Lucknow,Dubagga Mandi,4202
Urad Dal,Black,FAQ,90.62,98.38,107.07,2025-10-29,Maharashtra,Mumbai,Vashi APMC,5268
Tomato,Hybrid,FAQ,39.44,42.43,45.31,2025-06-16,Maharashtra,Mumbai,Vashi APMC,4985
Atta,Whole Wheat,FAQ,31.0,33.9,36.0,2025-09-18,Karnataka,Bengaluru,Yeshwantpur APMC,5601
Salt,Iodized,FAQ,22.04,24.19,26.26,2025-03-27,Karnataka,Bengaluru,Yeshwantpur APMC,5004
Garlic,Desi,FAQ,132.43,139.67,150.67,2025-02-17,Delhi,Delhi,Azadpur APMC,3315
Green Chilli,Teja,FAQ,55.85,61.52,66.06,2025-01-23,Karnataka,Bengaluru,Yeshwantpur APMC,5094
Atta,Whole Wheat,FAQ,33.59,35.85,38.57,2025-06-04,Uttar Pradesh,Lucknow,Dubagga Mandi,4849
Groundnut Oil,Filtered,FAQ,176.62,187.67,197.51,2025-08-07,Karnataka,Bengaluru,Yeshwantpur APMC,4121
Wheat,Sharbati,FAQ,27.34,29.43,32.06,2024-12-31,Delhi,Delhi,Azadpur APMC,4973
Potato,Desi/Local,FAQ,26.5,28.31,30.81,2025-01-20,Uttar Pradesh,Lucknow,Dubagga Mandi,4522
Rice,Basmati/Common,FAQ,47.72,50.34,53.3,2025-03-18,Uttar Pradesh,Lucknow,Dubagga Mandi,4669
Gram Dal,Desi,FAQ,65.32,72.46,78.57,2025-01-17,Maharashtra,Mumbai,Vashi APMC,5045
Milk,Toned,FAQ,61.48,67.86,71.55,2025-04-05,Delhi,Delhi,Azadpur APMC,4137
Urad Dal,Black,FAQ,100.83,107.55,113.65,2025-09-07,Karnataka,Bengaluru,Yeshwantpur APMC,4559
Milk,Toned,FAQ,57.27,62.5,66.62,2025-06-08,Maharashtra,Mumbai,Vashi APMC,4261
Sunflower Oil,Refined,FAQ,123.79,137.23,144.88,2025-01-18,Delhi,Delhi,Azadpur APMC,3829
Sunflower Oil,Refined,FAQ,117.46,128.53,140.12,2025-02-06,Karnataka,Bengaluru,Yeshwantpur APMC,4815
Wheat,Sharbati,FAQ,32.24,34.05,36.67,2025-02-02,Karnataka,Bengaluru,Yeshwantpur APMC,4927
Wheat,Sharbati,FAQ,25.42,28.13,30.1,2025-10-21,Uttar Pradesh,Lucknow,Dubagga Mandi,5266
Atta,Whole Wheat,FAQ,34.83,37.72,40.27,2025-03-25,Karnataka,Bengaluru,Yeshwantpur APMC,4787
Onion,Red/Nashik,FAQ,28.47,30.12,32.25,2024-11-17,Karnataka,Bengaluru,Yeshwantpur APMC,5812
Wheat,Sharbati,FAQ,28.94,31.77,34.7,2025-03-19,Uttar Pradesh,Lucknow,Dubagga Mandi,5161
Salt,Iodized,FAQ,18.03,19.89,21.07,2025-07-09,Karnataka,Bengaluru,Yeshwantpur APMC,4677
Onion,Red/Nashik,FAQ,30.09,33.21,36.03,2025-07-07,Karnataka,Bengaluru,Yeshwantpur APMC,5321
Ginger,Local,FAQ,90.37,97.66,104.85,2025-04-26,Karnataka,Bengaluru,Yeshwantpur APMC,4341
Onion,Red/Nashik,FAQ,42.31,46.74,51.27,2025-04-10,Uttar Pradesh,Lucknow,Dubagga Mandi,3420
Soya Oil,Refined,FAQ,120.25,128.33,138.85,2025-06-21,Maharashtra,Mumbai,Vashi APMC,4538
Tomato,Hybrid,FAQ,48.19,51.46,54.15,2025-05-15,Delhi,Delhi,Azadpur APMC,3609
Urad Dal,Black,FAQ,113.67,124.62,131.44,2025-04-19,Maharashtra,Mumbai,Vashi APMC,2853
Atta,Whole Wheat,FAQ,32.79,34.68,36.52,2024-12-11,Karnataka,Bengaluru,Yeshwantpur APMC,4752
Onion,Red/Nashik,FAQ,35.08,38.82,41.31,2025-07-02,Karnataka,Bengaluru,Yeshwantpur APMC,4404
Ginger,Local,FAQ,82.87,91.35,96.36,2025-06-29,Delhi,Delhi,Azadpur APMC,4730
Palm Oil,Imported,FAQ,84.73,92.46,99.88,2025-10-03,Karnataka,Bengaluru,Yeshwantpur APMC,5451
Rice,Basmati/Common,FAQ,43.13,46.11,50.57,2025-11-11,Karnataka,Bengaluru,Yeshwantpur APMC,4477
Masoor Dal,Red,FAQ,69.57,76.36,83.72,2025-10-06,Uttar Pradesh,Lucknow,Dubagga Mandi,5537
Tur Dal,Unpolished,FAQ,106.31,112.82,120.21,2025-07-01,Karnataka,Bengaluru,Yeshwantpur APMC,4349
Moong Dal,Split,FAQ,89.68,94.52,102.54,2025-01-08,Delhi,Delhi,Azadpur APMC,4980
Green Chilli,Teja,FAQ,59.18,63.62,68.11,2025-08-09,Uttar Pradesh,Lucknow,Dubagga Mandi,5083
Salt,Iodized,FAQ,17.26,18.36,19.63,2024-10-23,Karnataka,Bengaluru,Yeshwantpur APMC,5420
Mustard Oil,Kachi Ghani,FAQ,125.5,136.91,146.11,2025-08-28,Uttar Pradesh,Lucknow,Dubagga Mandi,5269
Gram Dal,Desi,FAQ,76.63,83.58,91.61,2025-02-03,Uttar Pradesh,Lucknow,Dubagga Mandi,3868
Sugar,M-30,FAQ,39.91,42.76,44.96,2025-08-05,Karnataka,Bengaluru,Yeshwantpur APMC,5379
Groundnut Oil,Filtered,FAQ,180.61,196.63,213.67,2025-03-12,Maharashtra,Mumbai,Vashi APMC,3140
Soya Oil,Refined,FAQ,96.63,106.48,115.36,2024-10-24,Karnataka,Bengaluru,Yeshwantpur APMC,7032
Masoor Dal,Red,FAQ,69.61,73.28,77.35,2025-10-20,Delhi,Delhi,Azadpur APMC,6405
Gram Dal,Desi,FAQ,80.12,86.77,92.23,2025-06-25,Uttar Pradesh,Lucknow,Dubagga Mandi,3630
Rice,Basmati/Common,FAQ,38.42,42.0,45.79,2025-08-26,Delhi,Delhi,Azadpur APMC,5024
Palm Oil,Imported,FAQ,80.44,86.38,92.92,2024-11-10,Karnataka,Bengaluru,Yeshwantpur APMC,5510
Milk,Toned,FAQ,51.47,55.99,59.39,2025-01-20,Delhi,Delhi,Azadpur APMC,5384
Gram Dal,Desi,FAQ,73.4,80.7,85.87,2025-07-04,Uttar Pradesh,Lucknow,Dubagga Mandi,4282
Garlic,Desi,FAQ,124.73,137.36,145.54,2025-02-08,Maharashtra,Mumbai,Vashi APMC,3103
Tur Dal,Unpolished,FAQ,98.54,105.92,114.02,2025-10-10,Delhi,Delhi,Azadpur APMC,5148
Groundnut Oil,Filtered,FAQ,177.42,189.76,199.78,2025-05-07,Uttar Pradesh,Lucknow,Dubagga Mandi,3945
Tur Dal,Unpolished,FAQ,106.81,117.29,123.2,2025-07-12,Delhi,Delhi,Azadpur APMC,3895
Ginger,Local,FAQ,98.28,105.41,111.77,2025-05-11,Delhi,Delhi,Azadpur APMC,2997
Mustard Oil,Kachi Ghani,FAQ,123.04,132.82,145.39,2025-09-07,Karnataka,Bengaluru,Yeshwantpur APMC,6156
Sunflower Oil,Refined,FAQ,114.75,124.75,135.16,2025-10-11,Maharashtra,Mumbai,Vashi APMC,5672
Ginger,Local,FAQ,85.75,93.21,99.76,2024-12-25,Karnataka,Bengaluru,Yeshwantpur APMC,4526
Ginger,Local,FAQ,80.17,85.96,91.93,2025-07-02,Karnataka,Bengaluru,Yeshwantpur APMC,4953
Green Chilli,Teja,FAQ,55.33,59.71,65.42,2025-08-29,Uttar Pradesh,Lucknow,Dubagga Mandi,4549
Ginger,Local,FAQ,89.63,96.46,104.54,2025-03-12,Karnataka,Bengaluru,Yeshwantpur APMC,4100
Palm Oil,Imported,FAQ,89.17,94.45,102.05,2025-08-17,Delhi,Delhi,Azadpur APMC,5295
Gram Dal,Desi,FAQ,71.35,75.53,80.92,2025-06-14,Maharashtra,Mumbai,Vashi APMC,5277
Gram Dal,Desi,FAQ,71.0,76.7,82.89,2025-10-07,Maharashtra,Mumbai,Vashi APMC,4661
Moong Dal,Split,FAQ,89.38,96.18,104.48,2025-06-19,Maharashtra,Mumbai,Vashi APMC,4837
Moong Dal,Split,FAQ,96.84,104.84,112.02,2025-06-12,Karnataka,Bengaluru,Yeshwantpur APMC,4472
Tur Dal,Unpolished,FAQ,100.6,108.34,115.05,2025-01-19,Karnataka,Bengaluru,Yeshwantpur APMC,5388
Atta,Whole Wheat,FAQ,33.58,36.15,38.44,2025-01-02,Maharashtra,Mumbai,Vashi APMC,4722
Tomato,Hybrid,FAQ,27.96,30.69,32.78,2025-08-21,Delhi,Delhi,Azadpur APMC,5973
Onion,Red/Nashik,FAQ,32.47,35.47,38.44,2024-12-24,Maharashtra,Mumbai,Vashi APMC,4592
Sugar,M-30,FAQ,40.48,43.28,45.62,2024-11-23,Maharashtra,Mumbai,Vashi APMC,4667
Tomato,Hybrid,FAQ,33.89,36.14,38.76,2025-08-03,Uttar Pradesh,Lucknow,Dubagga Mandi,5479
Wheat,Sharbati,FAQ,27.33,28.82,31.48,2024-12-27,Uttar Pradesh,Lucknow,Dubagga Mandi,5222
Rice,Basmati/Common,FAQ,46.88,49.74,53.76,2025-07-11,Uttar Pradesh,Lucknow,Dubagga Mandi,4675
Sugar,M-30,FAQ,35.72,38.63,41.17,2025-10-01,Uttar Pradesh,Lucknow,Dubagga Mandi,5531
Sunflower Oil,Refined,FAQ,125.17,135.41,144.77,2025-01-21,Karnataka,Bengaluru,Yeshwantpur APMC,4305
Tomato,Hybrid,FAQ,33.24,36.45,39.91,2025-07-18,Uttar Pradesh,Lucknow,Dubagga Mandi,5519
Palm Oil,Imported,FAQ,87.15,96.34,104.34,2025-07-10,Uttar Pradesh,Lucknow,Dubagga Mandi,4373
Moong Dal,Split,FAQ,86.94,95.47,100.58,2025-10-26,Uttar Pradesh,Lucknow,Dubagga Mandi,4612
Urad Dal,Black,FAQ,101.76,111.51,119.75,2025-04-26,Karnataka,Bengaluru,Yeshwantpur APMC,3882
Atta,Whole Wheat,FAQ,33.53,36.71,38.83,2025-06-18,Karnataka,Bengaluru,Yeshwantpur APMC,4723
Tomato,Hybrid,FAQ,24.33,26.34,28.3,2025-10-03,Delhi,Delhi,Azadpur APMC,5940
Rice,Basmati/Common,FAQ,38.0,40.88,43.08,2025-10-12,Karnataka,Bengaluru,Yeshwantpur APMC,5593
Green Chilli,Teja,FAQ,55.25,60.95,65.13,2025-11-24,Karnataka,Bengaluru,Yeshwantpur APMC,5334
Palm Oil,Imported,FAQ,96.25,105.82,112.73,2025-06-30,Uttar Pradesh,Lucknow,Dubagga Mandi,4388
Groundnut Oil,Filtered,FAQ,195.51,207.49,224.27,2025-02-13,Maharashtra,Mumbai,Vashi APMC,2447
Salt,Iodized,FAQ,18.94,20.13,21.39,2025-07-03,Karnataka,Bengaluru,Yeshwantpur APMC,5112
Potato,Desi/Local,FAQ,17.53,19.05,20.74,2025-11-04,Uttar Pradesh,Lucknow,Dubagga Mandi,5469
Onion,Red/Nashik,FAQ,26.9,29.32,30.87,2025-10-15,Uttar Pradesh,Lucknow,Dubagga Mandi,5687
Gram Dal,Desi,FAQ,72.38,77.67,83.93,2025-06-22,Maharashtra,Mumbai,Vashi APMC,4436
Masoor Dal,Red,FAQ,74.46,79.66,85.51,2025-10-20,Uttar Pradesh,Lucknow,Dubagga Mandi,5135
Salt,Iodized,FAQ,19.26,21.34,22.85,2025-06-01,Delhi,Delhi,Azadpur APMC,5052
Palm Oil,Imported,FAQ,90.11,96.91,102.72,2025-06-26,Karnataka,Bengaluru,Yeshwantpur APMC,4879
Green Chilli,Teja,FAQ,49.3,54.5,58.53,2025-08-20,Karnataka,Bengaluru,Yeshwantpur APMC,5502
Sugar,M-30,FAQ,36.97,39.53,43.31,2025-07-18,Uttar Pradesh,Lucknow,Dubagga Mandi,4940
Onion,Red/Nashik,FAQ,38.01,40.3,43.85,2025-02-04,Delhi,Delhi,Azadpur APMC,4940
Onion,Red/Nashik,FAQ,26.9,28.96,30.55,2024-11-27,Delhi,Delhi,Azadpur APMC,5114
Ginger,Local,FAQ,89.64,94.37,100.05,2025-02-16,Karnataka,Bengaluru,Yeshwantpur APMC,4636
Urad Dal,Black,FAQ,88.74,98.09,103.09,2025-07-17,Delhi,Delhi,Azadpur APMC,5851
Potato,Desi/Local,FAQ,17.88,19.01,20.45,2025-11-07,Maharashtra,Mumbai,Vashi APMC,5967
Tur Dal,Unpolished,FAQ,119.79,128.69,135.35,2025-04-01,Karnataka,Bengaluru,Yeshwantpur APMC,3323
Ginger,Local,FAQ,94.75,103.57,110.37,2025-03-03,Delhi,Delhi,Azadpur APMC,3679
Ginger,Local,FAQ,82.06,89.08,96.68,2025-09-13,Karnataka,Bengaluru,Yeshwantpur APMC,5298
Gram Dal,Desi,FAQ,64.78,71.54,78.53,2025-11-14,Delhi,Delhi,Azadpur APMC,4889
Garlic,Desi,FAQ,118.83,130.26,142.78,2025-06-07,Delhi,Delhi,Azadpur APMC,3766
Onion,Red/Nashik,FAQ,27.07,28.66,31.4,2025-08-17,Uttar Pradesh,Lucknow,Dubagga Mandi,5697
Soya Oil,Refined,FAQ,105.59,117.31,123.66,2025-09-24,Maharashtra,Mumbai,Vashi APMC,6143
Sugar,M-30,FAQ,41.66,44.13,48.22,2025-05-29,Karnataka,Bengaluru,Yeshwantpur APMC,4525
Green Chilli,Teja,FAQ,60.51,66.45,70.11,2025-05-12,Karnataka,Bengaluru,Yeshwantpur APMC,4657
Groundnut Oil,Filtered,FAQ,157.55,167.89,178.49,2024-11-02,Delhi,Delhi,Azadpur APMC,6163
Wheat,Sharbati,FAQ,26.63,28.49,29.94,2025-09-08,Uttar Pradesh,Lucknow,Dubagga Mandi,5336
Atta,Whole Wheat,FAQ,37.38,39.43,42.83,2025-05-16,Maharashtra,Mumbai,Vashi APMC,4577
Sunflower Oil,Refined,FAQ,131.25,138.61,148.55,2024-12-04,Karnataka,Bengaluru,Yeshwantpur APMC,3774
Groundnut Oil,Filtered,FAQ,154.34,168.32,176.91,2024-11-23,Maharashtra,Mumbai,Vashi APMC,5986
Masoor Dal,Red,FAQ,89.4,95.79,100.76,2025-01-22,Delhi,Delhi,Azadpur APMC,4021
Salt,Iodized,FAQ,19.91,21.1,23.13,2025-04-08,Karnataka,Bengaluru,Yeshwantpur APMC,4462
Masoor Dal,Red,FAQ,71.62,75.44,79.27,2024-11-07,Maharashtra,Mumbai,Vashi APMC,6272
Masoor Dal,Red,FAQ,90.28,95.9,104.61,2025-04-10,Maharashtra,Mumbai,Vashi APMC,3727
Sunflower Oil,Refined,FAQ,117.82,127.11,138.94,2025-10-10,Maharashtra,Mumbai,Vashi APMC,4806
Mustard Oil,Kachi Ghani,FAQ,141.26,155.59,169.83,2025-02-09,Delhi,Delhi,Azadpur APMC,3184
Soya Oil,Refined,FAQ,143.71,154.94,167.43,2025-02-28,Delhi,Delhi,Azadpur APMC,1592
Mustard Oil,Kachi Ghani,FAQ,129.0,136.81,145.62,2025-07-05,Karnataka,Bengaluru,Yeshwantpur APMC,4830
Garlic,Desi,FAQ,132.54,142.68,155.26,2025-06-05,Delhi,Delhi,Azadpur APMC,2288
Soya Oil,Refined,FAQ,103.29,112.97,121.8,2025-08-23,Karnataka,Bengaluru,Yeshwantpur APMC,6314
Garlic,Desi,FAQ,111.53,120.4,131.35,2025-08-28,Delhi,Delhi,Azadpur APMC,4944
Onion,Red/Nashik,FAQ,38.66,42.15,45.96,2025-02-09,Maharashtra,Mumbai,Vashi APMC,4127
Rice,Basmati/Common,FAQ,35.89,39.21,42.26,2024-10-30,Uttar Pradesh,Lucknow,Dubagga Mandi,5492
Masoor Dal,Red,FAQ,80.02,88.36,95.76,2025-07-02,Uttar Pradesh,Lucknow,Dubagga Mandi,4657
Tomato,Hybrid,FAQ,29.02,30.55,33.59,2025-08-19,Maharashtra,Mumbai,Vashi APMC,5721
Garlic,Desi,FAQ,117.09,124.86,136.16,2025-06-24,Maharashtra,Mumbai,Vashi APMC,5013
Wheat,Sharbati,FAQ,26.55,28.1,30.65,2024-11-16,Maharashtra,Mumbai,Vashi APMC,5185
Potato,Desi/Local,FAQ,17.95,19.07,20.3,2025-10-10,Delhi,Delhi,Azadpur APMC,5287
Moong Dal,Split,FAQ,101.98,110.44,116.35,2025-03-07,Karnataka,Bengaluru,Yeshwantpur APMC,3933
Atta,Whole Wheat,FAQ,32.15,35.62,38.81,2025-11-03,Karnataka,Bengaluru,Yeshwantpur APMC,4748
Sunflower Oil,Refined,FAQ,123.88,132.46,143.43,2025-07-20,Uttar Pradesh,Lucknow,Dubagga Mandi,5234
Tomato,Hybrid,FAQ,48.47,51.54,55.15,2025-03-21,Delhi,Delhi,Azadpur APMC,3911
Sugar,M-30,FAQ,40.76,44.65,48.62,2025-04-02,Uttar Pradesh,Lucknow,Dubagga Mandi,4616
Atta,Whole Wheat,FAQ,33.23,35.61,38.24,2024-12-28,Karnataka,Bengaluru,Yeshwantpur APMC,5161
Salt,Iodized,FAQ,16.54,17.48,18.42,2025-10-29,Delhi,Delhi,Azadpur APMC,5660
Salt,Iodized,FAQ,19.31,21.31,22.87,2025-08-13,Maharashtra,Mumbai,Vashi APMC,4800
Tur Dal,Unpolished,FAQ,90.75,97.78,103.93,2024-11-01,Uttar Pradesh,Lucknow,Dubagga Mandi,5957
Salt,Iodized,FAQ,17.58,19.26,20.89,2025-07-07,Karnataka,Bengaluru,Yeshwantpur APMC,5314
Soya Oil,Refined,FAQ,117.56,130.3,140.67,2025-03-17,Karnataka,Bengaluru,Yeshwantpur APMC,4141
Mustard Oil,Kachi Ghani,FAQ,139.96,154.17,165.1,2025-05-20,Uttar Pradesh,Lucknow,Dubagga Mandi,3537
Sugar,M-30,FAQ,37.88,40.72,44.43,2024-11-10,Karnataka,Bengaluru,Yeshwantpur APMC,5098
Tur Dal,Unpolished,FAQ,127.12,137.75,145.64,2025-04-30,Karnataka,Bengaluru,Yeshwantpur APMC,2501
Palm Oil,Imported,FAQ,99.79,107.43,117.97,2025-05-04,Maharashtra,Mumbai,Vashi APMC,3404
Garlic,Desi,FAQ,132.3,141.58,153.48,2025-04-20,Uttar Pradesh,Lucknow,Dubagga Mandi,2459
Milk,Toned,FAQ,53.12,57.52,60.89,2025-06-28,Karnataka,Bengaluru,Yeshwantpur APMC,4344
Moong Dal,Split,FAQ,94.85,101.25,106.42,2025-06-12,Delhi,Delhi,Azadpur APMC,4344
Atta,Whole Wheat,FAQ,32.66,36.18,38.98,2025-01-11,Uttar Pradesh,Lucknow,Dubagga Mandi,4918
Sunflower Oil,Refined,FAQ,103.6,109.51,117.13,2024-11-24,Maharashtra,Mumbai,Vashi APMC,6786
Rice,Basmati/Common,FAQ,47.77,50.53,55.24,2025-03-29,Uttar Pradesh,Lucknow,Dubagga Mandi,3971
Potato,Desi/Local,FAQ,28.59,31.53,34.61,2025-05-28,Delhi,Delhi,Azadpur APMC,4581
Palm Oil,Imported,FAQ,87.99,97.76,105.75,2025-08-24,Maharashtra,Mumbai,Vashi APMC,4977
Masoor Dal,Red,FAQ,76.08,84.45,89.4,2025-01-10,Uttar Pradesh,Lucknow,Dubagga Mandi,4791
Urad Dal,Black,FAQ,109.42,117.35,124.32,2025-06-14,Delhi,Delhi,Azadpur APMC,4146
Rice,Basmati/Common,FAQ,43.8,48.66,52.44,2025-05-16,Uttar Pradesh,Lucknow,Dubagga Mandi,4381
Masoor Dal,Red,FAQ,87.81,95.13,101.32,2025-04-07,Uttar Pradesh,Lucknow,Dubagga Mandi,4027
Potato,Desi/Local,FAQ,23.32,25.35,26.62,2025-01-03,Maharashtra,Mumbai,Vashi APMC,4877
Urad Dal,Black,FAQ,106.04,113.26,124.18,2025-06-23,Karnataka,Bengaluru,Yeshwantpur APMC,3730
Sunflower Oil,Refined,FAQ,117.74,125.66,135.24,2025-11-23,Delhi,Delhi,Azadpur APMC,5377
Urad Dal,Black,FAQ,94.52,100.57,107.63,2025-08-22,Delhi,Delhi,Azadpur APMC,5400
Ginger,Local,FAQ,96.01,102.62,108.74,2025-01-23,Maharashtra,Mumbai,Vashi APMC,3865
Sunflower Oil,Refined,FAQ,136.36,150.16,158.93,2025-04-08,Uttar Pradesh,Lucknow,Dubagga Mandi,2964
Gram Dal,Desi,FAQ,81.71,87.87,93.59,2025-04-03,Karnataka,Bengaluru,Yeshwantpur APMC,4060
Onion,Red/Nashik,FAQ,42.45,46.04,49.79,2025-02-28,Maharashtra,Mumbai,Vashi APMC,3399
Ginger,Local,FAQ,77.27,82.53,87.93,2025-09-28,Maharashtra,Mumbai,Vashi APMC,5698
Garlic,Desi,FAQ,104.82,116.39,127.39,2025-11-07,Karnataka,Bengaluru,Yeshwantpur APMC,5737
Onion,Red/Nashik,FAQ,36.84,39.83,43.42,2025-06-25,Karnataka,Bengaluru,Yeshwantpur APMC,4701
Gram Dal,Desi,FAQ,59.62,65.2,70.37,2024-11-23,Delhi,Delhi,Azadpur APMC,5513
Moong Dal,Split,FAQ,85.57,92.68,98.41,2025-08-07,Uttar Pradesh,Lucknow,Dubagga Mandi,5581
Garlic,Desi,FAQ,113.11,119.91,128.72,2025-07-13,Uttar Pradesh,Lucknow,Dubagga Mandi,4702
Gram Dal,Desi,FAQ,71.82,79.27,83.97,2025-05-06,Uttar Pradesh,Lucknow,Dubagga Mandi,4393
Rice,Basmati/Common,FAQ,43.93,47.72,50.49,2025-02-04,Delhi,Delhi,Azadpur APMC,4497
Mustard Oil,Kachi Ghani,FAQ,125.46,135.58,144.9,2025-08-04,Uttar Pradesh,Lucknow,Dubagga Mandi,5106
Garlic,Desi,FAQ,115.23,123.37,132.97,2025-05-19,Delhi,Delhi,Azadpur APMC,4314
Green Chilli,Teja,FAQ,55.58,60.64,65.54,2025-01-25,Karnataka,Bengaluru,Yeshwantpur APMC,4494
Sunflower Oil,Refined,FAQ,112.71,123.86,130.46,2025-11-13,Delhi,Delhi,Azadpur APMC,5588
Urad Dal,Black,FAQ,90.66,99.7,105.05,2025-07-27,Uttar Pradesh,Lucknow,Dubagga Mandi,5188
Potato,Desi/Local,FAQ,17.54,19.13,20.74,2025-10-19,Maharashtra,Mumbai,Vashi APMC,5790
Onion,Red/Nashik,FAQ,36.05,39.56,41.82,2025-01-17,Delhi,Delhi,Azadpur APMC,4861
Rice,Basmati/Common,FAQ,42.65,47.11,51.75,2025-11-14,Maharashtra,Mumbai,Vashi APMC,4872
Wheat,Sharbati,FAQ,32.46,35.1,38.27,2025-04-07,Delhi,Delhi,Azadpur APMC,4380
Ginger,Local,FAQ,89.64,95.4,104.47,2025-06-30,Karnataka,Bengaluru,Yeshwantpur APMC,4342
Sunflower Oil,Refined,FAQ,120.89,132.7,143.18,2024-12-18,Delhi,Delhi,Azadpur APMC,4375
Ginger,Local,FAQ,83.6,92.81,101.76,2025-06-22,Karnataka,Bengaluru,Yeshwantpur APMC,4495
Tur Dal,Unpolished,FAQ,121.3,132.15,143.0,2025-02-13,Maharashtra,Mumbai,Vashi APMC,2450
Sunflower Oil,Refined,FAQ,124.25,132.15,143.09,2025-01-09,Karnataka,Bengaluru,Yeshwantpur APMC,4561
Ginger,Local,FAQ,79.49,83.72,90.09,2025-07-20,Karnataka,Bengaluru,Yeshwantpur APMC,5366
Ginger,Local,FAQ,91.68,97.39,104.3,2025-01-15,Maharashtra,Mumbai,Vashi APMC,4642
Tur Dal,Unpolished,FAQ,102.07,107.48,113.79,2025-11-03,Uttar Pradesh,Lucknow,Dubagga Mandi,5315
Ginger,Local,FAQ,75.47,79.45,85.99,2025-09-06,Uttar Pradesh,Lucknow,Dubagga Mandi,6309
Tomato,Hybrid,FAQ,25.73,28.14,30.75,2025-10-08,Karnataka,Bengaluru,Yeshwantpur APMC,6550
Groundnut Oil,Filtered,FAQ,166.2,176.58,187.91,2024-12-23,Maharashtra,Mumbai,Vashi APMC,5201
Sugar,M-30,FAQ,46.6,49.57,53.51,2025-05-14,Delhi,Delhi,Azadpur APMC,4055
Sugar,M-30,FAQ,38.46,41.51,44.59,2025-05-16,Delhi,Delhi,Azadpur APMC,4777
Salt,Iodized,FAQ,18.87,20.0,21.37,2025-09-07,Maharashtra,Mumbai,Vashi APMC,5206
Masoor Dal,Red,FAQ,77.11,81.3,88.47,2024-12-29,Uttar Pradesh,Lucknow,Dubagga Mandi,4909
Urad Dal,Black,FAQ,96.45,102.44,112.2,2025-10-30,Delhi,Delhi,Azadpur APMC,5662
Potato,Desi/Local,FAQ,23.29,24.62,26.95,2025-01-03,Karnataka,Bengaluru,Yeshwantpur APMC,5058
