Batch_ID,Warehouse_ID,Location,Commodity,Category,Quantity_MT,Entry_Date,Shelf_Life_Days,Expiry_Date,Days_Until_Expiry,Status
B_0213,WH_PB_01,"Ludhiana, Punjab",Mustard Oil,Oils,128,2025-09-22,365,2026-09-22,301,HEALTHY
B_0214,WH_MP_01,"Indore, Madhya Pradesh",Rice,Grains,383,2025-09-06,730,2027-09-06,650,HEALTHY
B_0215,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,127,2025-09-07,730,2027-09-07,651,HEALTHY
B_0216,WH_MH_02,"Latur, Maharashtra",Sunflower Oil,Oils,136,2025-06-28,365,2026-06-28,215,HEALTHY
B_0217,WH_DL_01,"Najafgarh, Delhi",Onion,Vegetable,58,2025-03-28,60,2025-05-27,-182,EXPIRED (Loss)
B_0218,WH_KA_01,"Kolar, Karnataka",Sugar,Others,147,2024-11-16,730,2026-11-16,356,HEALTHY
B_0219,WH_PB_01,"Ludhiana, Punjab",Wheat,Grains,377,2025-10-26,730,2027-10-26,700,HEALTHY
B_0220,WH_MP_01,"Indore, Madhya Pradesh",Wheat,Grains,110,2025-07-26,730,2027-07-26,608,HEALTHY
B_0221,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,234,2025-02-15,730,2027-02-15,447,HEALTHY
B_0222,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,11,2025-03-14,730,2027-03-14,474,HEALTHY
B_0223,WH_MH_01,"Nashik, Maharashtra",Urad Dal,Pulses,47,2025-05-19,365,2026-05-19,175,HEALTHY
B_0224,WH_MH_02,"Latur, Maharashtra",Urad Dal,Pulses,335,2025-05-02,365,2026-05-02,158,HEALTHY
B_0225,WH_DL_01,"Najafgarh, Delhi",Onion,Vegetable,87,2025-08-04,60,2025-10-03,-53,EXPIRED (Loss)
B_0226,WH_MP_01,"Indore, Madhya Pradesh",Gram (Chana),Pulses,425,2025-01-22,365,2026-01-22,58,HEALTHY
B_0227,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,323,2025-03-19,730,2027-03-19,479,HEALTHY
B_0228,WH_DL_01,"Najafgarh, Delhi",Potato,Vegetable,234,2025-05-10,120,2025-09-07,-79,EXPIRED (Loss)
B_0229,WH_TN_01,"Chennai, Tamil Nadu",Salt,Others,174,2025-07-10,1000,2028-04-05,862,HEALTHY
B_0230,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,66,2025-01-05,730,2027-01-05,406,HEALTHY
B_0231,WH_AP_01,"Guntur, Andhra Pradesh",Masur Dal,Pulses,353,2025-09-25,365,2026-09-25,304,HEALTHY
B_0232,WH_MH_01,"Nashik, Maharashtra",Onion,Vegetable,214,2025-10-09,60,2025-12-08,13,CRITICAL: DISPOSE NOW
B_0233,WH_DL_01,"Najafgarh, Delhi",Mustard Oil,Oils,372,2024-11-10,365,2025-11-10,-15,EXPIRED (Loss)
B_0234,WH_DL_01,"Najafgarh, Delhi",Rice,Grains,398,2025-06-06,730,2027-06-06,558,HEALTHY
B_0235,WH_UP_01,"Agra, Uttar Pradesh",Potato,Vegetable,256,2025-05-21,120,2025-09-18,-68,EXPIRED (Loss)
B_0236,WH_DL_01,"Najafgarh, Delhi",Onion,Vegetable,69,2025-01-03,60,2025-03-04,-266,EXPIRED (Loss)
B_0237,WH_MP_01,"Indore, Madhya Pradesh",Gram (Chana),Pulses,44,2024-11-30,365,2025-11-30,5,WARNING: Sell Soon
B_0238,WH_PB_01,"Ludhiana, Punjab",Wheat,Grains,58,2025-02-20,730,2027-02-20,452,HEALTHY
B_0239,WH_MH_02,"Latur, Maharashtra",Sunflower Oil,Oils,39,2025-09-22,365,2026-09-22,301,HEALTHY
B_0240,WH_MH_02,"Latur, Maharashtra",Tur Dal,Pulses,466,2025-08-21,365,2026-08-21,269,HEALTHY
B_0241,WH_DL_01,"Najafgarh, Delhi",Urad Dal,Pulses,243,2025-03-05,365,2026-03-05,100,HEALTHY
B_0242,WH_MH_01,"Nashik, Maharashtra",Sugar,Others,300,2024-12-25,730,2026-12-25,395,HEALTHY
B_0243,WH_DL_01,"Najafgarh, Delhi",Potato,Vegetable,428,2025-07-08,120,2025-11-05,-20,EXPIRED (Loss)
B_0244,WH_UP_01,"Agra, Uttar Pradesh",Potato,Vegetable,187,2025-10-27,120,2026-02-24,91,HEALTHY
B_0245,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,336,2025-11-09,730,2027-11-09,714,HEALTHY
B_0246,WH_TN_01,"Chennai, Tamil Nadu",Urad Dal,Pulses,240,2025-11-03,365,2026-11-03,343,HEALTHY
B_0247,WH_MH_02,"Latur, Maharashtra",Sunflower Oil,Oils,282,2025-11-24,365,2026-11-24,364,HEALTHY
B_0248,WH_UP_01,"Agra, Uttar Pradesh",Potato,Vegetable,136,2025-01-23,120,2025-05-23,-186,EXPIRED (Loss)
B_0249,WH_UP_01,"Agra, Uttar Pradesh",Potato,Vegetable,60,2025-01-02,120,2025-05-02,-207,EXPIRED (Loss)
B_0250,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,293,2025-07-12,730,2027-07-12,594,HEALTHY
B_0251,WH_PB_01,"Ludhiana, Punjab",Rice,Grains,443,2025-02-01,730,2027-02-01,433,HEALTHY
B_0252,WH_WB_01,"Hooghly, West Bengal",Onion,Vegetable,396,2025-10-24,60,2025-12-23,28,WARNING: Sell Soon
B_0253,WH_KA_01,"Kolar, Karnataka",Potato,Vegetable,153,2025-06-14,120,2025-10-12,-44,EXPIRED (Loss)
B_0254,WH_DL_01,"Najafgarh, Delhi",Sugar,Others,102,2024-12-12,730,2026-12-12,382,HEALTHY
B_0255,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,438,2025-07-10,730,2027-07-10,592,HEALTHY
B_0256,WH_AP_01,"Guntur, Andhra Pradesh",Masur Dal,Pulses,483,2025-08-20,365,2026-08-20,268,HEALTHY
B_0257,WH_DL_01,"Najafgarh, Delhi",Rice,Grains,420,2025-07-28,730,2027-07-28,610,HEALTHY
B_0258,WH_PB_01,"Ludhiana, Punjab",Rice,Grains,134,2025-05-09,730,2027-05-09,530,HEALTHY
B_0259,WH_AP_01,"Guntur, Andhra Pradesh",Gram (Chana),Pulses,74,2025-07-02,365,2026-07-02,219,HEALTHY
B_0260,WH_TN_01,"Chennai, Tamil Nadu",Rice,Grains,56,2024-12-14,730,2026-12-14,384,HEALTHY
B_0261,WH_MH_02,"Latur, Maharashtra",Tur Dal,Pulses,93,2025-07-25,365,2026-07-25,242,HEALTHY
B_0262,WH_PB_01,"Ludhiana, Punjab",Masur Dal,Pulses,198,2025-06-08,365,2026-06-08,195,HEALTHY
B_0263,WH_PB_01,"Ludhiana, Punjab",Rice,Grains,405,2025-01-22,730,2027-01-22,423,HEALTHY
B_0264,WH_MH_01,"Nashik, Maharashtra",Salt,Others,86,2025-04-13,1000,2028-01-08,774,HEALTHY
B_0265,WH_MP_01,"Indore, Madhya Pradesh",Gram (Chana),Pulses,489,2025-03-23,365,2026-03-23,118,HEALTHY
B_0266,WH_TN_01,"Chennai, Tamil Nadu",Salt,Others,456,2025-07-27,1000,2028-04-22,879,HEALTHY
B_0267,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,373,2025-10-18,730,2027-10-18,692,HEALTHY
B_0268,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,317,2025-11-05,730,2027-11-05,710,HEALTHY
B_0269,WH_AP_01,"Guntur, Andhra Pradesh",Tur Dal,Pulses,188,2025-10-18,365,2026-10-18,327,HEALTHY
B_0270,WH_MH_02,"Latur, Maharashtra",Sunflower Oil,Oils,429,2025-10-06,365,2026-10-06,315,HEALTHY
B_0271,WH_KA_01,"Kolar, Karnataka",Rice,Grains,400,2025-07-23,730,2027-07-23,605,HEALTHY
B_0272,WH_UP_01,"Agra, Uttar Pradesh",Mustard Oil,Oils,306,2025-11-15,365,2026-11-15,355,HEALTHY
B_0273,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,22,2025-07-02,730,2027-07-02,584,HEALTHY
B_0274,WH_DL_01,"Najafgarh, Delhi",Potato,Vegetable,224,2024-11-21,120,2025-03-21,-249,EXPIRED (Loss)
B_0275,WH_MP_01,"Indore, Madhya Pradesh",Wheat,Grains,280,2025-03-11,730,2027-03-11,471,HEALTHY
B_0276,WH_MH_02,"Latur, Maharashtra",Urad Dal,Pulses,75,2025-09-13,365,2026-09-13,292,HEALTHY
B_0277,WH_TN_01,"Chennai, Tamil Nadu",Urad Dal,Pulses,495,2025-10-14,365,2026-10-14,323,HEALTHY
B_0278,WH_DL_01,"Najafgarh, Delhi",Potato,Vegetable,212,2025-09-07,120,2026-01-05,41,HEALTHY
B_0279,WH_WB_01,"Hooghly, West Bengal",Potato,Vegetable,329,2025-10-27,120,2026-02-24,91,HEALTHY
B_0280,WH_DL_01,"Najafgarh, Delhi",Rice,Grains,447,2025-04-04,730,2027-04-04,495,HEALTHY
B_0281,WH_TN_01,"Chennai, Tamil Nadu",Urad Dal,Pulses,263,2025-08-28,365,2026-08-28,276,HEALTHY
B_0282,WH_MH_02,"Latur, Maharashtra",Tur Dal,Pulses,306,2025-04-28,365,2026-04-28,154,HEALTHY
B_0283,WH_UP_01,"Agra, Uttar Pradesh",Wheat,Grains,96,2024-11-11,730,2026-11-11,351,HEALTHY
B_0284,WH_PB_01,"Ludhiana, Punjab",Rice,Grains,494,2025-03-13,730,2027-03-13,473,HEALTHY
B_0285,WH_UP_01,"Agra, Uttar Pradesh",Wheat,Grains,228,2024-11-18,730,2026-11-18,358,HEALTHY
B_0286,WH_DL_01,"Najafgarh, Delhi",Potato,Vegetable,297,2024-11-27,120,2025-03-27,-243,EXPIRED (Loss)
B_0287,WH_MH_02,"Latur, Maharashtra",Urad Dal,Pulses,280,2025-11-01,365,2026-11-01,341,HEALTHY
B_0288,WH_MH_01,"Nashik, Maharashtra",Sugar,Others,34,2025-05-27,730,2027-05-27,548,HEALTHY
B_0289,WH_MH_02,"Latur, Maharashtra",Tur Dal,Pulses,330,2025-04-18,365,2026-04-18,144,HEALTHY
B_0290,WH_DL_01,"Najafgarh, Delhi",Potato,Vegetable,331,2025-03-13,120,2025-07-11,-137,EXPIRED (Loss)
B_0291,WH_TN_01,"Chennai, Tamil Nadu",Sunflower Oil,Oils,300,2025-04-07,365,2026-04-07,133,HEALTHY
B_0292,WH_UP_01,"Agra, Uttar Pradesh",Urad Dal,Pulses,216,2025-08-02,365,2026-08-02,250,HEALTHY
B_0293,WH_UP_01,"Agra, Uttar Pradesh",Wheat,Grains,230,2025-01-11,730,2027-01-11,412,HEALTHY
B_0294,WH_PB_01,"Ludhiana, Punjab",Rice,Grains,175,2025-08-26,730,2027-08-26,639,HEALTHY
B_0295,WH_DL_01,"Najafgarh, Delhi",Potato,Vegetable,179,2025-01-10,120,2025-05-10,-199,EXPIRED (Loss)
B_0296,WH_PB_01,"Ludhiana, Punjab",Rice,Grains,408,2025-06-15,730,2027-06-15,567,HEALTHY
B_0297,WH_KA_01,"Kolar, Karnataka",Potato,Vegetable,252,2025-09-12,120,2026-01-10,46,HEALTHY
B_0298,WH_PB_01,"Ludhiana, Punjab",Rice,Grains,163,2025-10-24,730,2027-10-24,698,HEALTHY
B_0299,WH_UP_01,"Agra, Uttar Pradesh",Tur Dal,Pulses,297,2025-07-19,365,2026-07-19,236,HEALTHY
B_0300,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,195,2025-06-05,730,2027-06-05,557,HEALTHY
B_0301,WH_TN_01,"Chennai, Tamil Nadu",Salt,Others,387,2025-03-13,1000,2027-12-08,743,HEALTHY
B_0302,WH_UP_01,"Agra, Uttar Pradesh",Potato,Vegetable,215,2024-11-11,120,2025-03-11,-259,EXPIRED (Loss)
B_0303,WH_MP_01,"Indore, Madhya Pradesh",Masur Dal,Pulses,369,2025-04-17,365,2026-04-17,143,HEALTHY
B_0304,WH_AP_01,"Guntur, Andhra Pradesh",Wheat,Grains,288,2025-07-12,730,2027-07-12,594,HEALTHY
B_0305,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,423,2025-02-16,730,2027-02-16,448,HEALTHY
B_0306,WH_DL_01,"Najafgarh, Delhi",Onion,Vegetable,445,2024-12-28,60,2025-02-26,-272,EXPIRED (Loss)
B_0307,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,263,2025-07-04,730,2027-07-04,586,HEALTHY
B_0308,WH_DL_01,"Najafgarh, Delhi",Rice,Grains,178,2025-09-04,730,2027-09-04,648,HEALTHY
B_0309,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,428,2024-12-01,730,2026-12-01,371,HEALTHY
B_0310,WH_MP_01,"Indore, Madhya Pradesh",Gram (Chana),Pulses,104,2025-01-26,365,2026-01-26,62,HEALTHY
B_0311,WH_UP_01,"Agra, Uttar Pradesh",Wheat,Grains,23,2024-12-25,730,2026-12-25,395,HEALTHY
B_0312,WH_MP_01,"Indore, Madhya Pradesh",Urad Dal,Pulses,276,2025-06-21,365,2026-06-21,208,HEALTHY
B_0313,WH_KA_01,"Kolar, Karnataka",Tomato,Vegetable,472,2025-03-19,15,2025-04-03,-236,EXPIRED (Loss)
B_0314,WH_UP_01,"Agra, Uttar Pradesh",Mustard Oil,Oils,260,2025-07-02,365,2026-07-02,219,HEALTHY
B_0315,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,452,2025-04-13,730,2027-04-13,504,HEALTHY
B_0316,WH_MH_01,"Nashik, Maharashtra",Sugar,Others,131,2025-11-05,730,2027-11-05,710,HEALTHY
B_0317,WH_TN_01,"Chennai, Tamil Nadu",Urad Dal,Pulses,178,2025-06-13,365,2026-06-13,200,HEALTHY
B_0318,WH_WB_01,"Hooghly, West Bengal",Potato,Vegetable,14,2025-07-19,120,2025-11-16,-9,EXPIRED (Loss)
B_0319,WH_MH_01,"Nashik, Maharashtra",Sugar,Others,101,2024-11-15,730,2026-11-15,355,HEALTHY
B_0320,WH_UP_01,"Agra, Uttar Pradesh",Mustard Oil,Oils,233,2025-09-30,365,2026-09-30,309,HEALTHY
B_0321,WH_TN_01,"Chennai, Tamil Nadu",Salt,Others,44,2025-09-11,1000,2028-06-07,925,HEALTHY
B_0322,WH_PB_01,"Ludhiana, Punjab",Mustard Oil,Oils,248,2025-02-21,365,2026-02-21,88,HEALTHY
B_0323,WH_KA_01,"Kolar, Karnataka",Rice,Grains,390,2025-06-09,730,2027-06-09,561,HEALTHY
B_0324,WH_PB_01,"Ludhiana, Punjab",Tur Dal,Pulses,119,2024-12-27,365,2025-12-27,32,HEALTHY
B_0325,WH_MP_01,"Indore, Madhya Pradesh",Rice,Grains,233,2025-11-10,730,2027-11-10,715,HEALTHY
B_0326,WH_PB_01,"Ludhiana, Punjab",Rice,Grains,177,2025-07-30,730,2027-07-30,612,HEALTHY
B_0327,WH_MP_01,"Indore, Madhya Pradesh",Wheat,Grains,47,2025-05-06,730,2027-05-06,527,HEALTHY
B_0328,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,138,2024-12-12,730,2026-12-12,382,HEALTHY
B_0329,WH_DL_01,"Najafgarh, Delhi",Potato,Vegetable,193,2024-12-11,120,2025-04-10,-229,EXPIRED (Loss)
B_0330,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,310,2025-02-06,730,2027-02-06,438,HEALTHY
B_0331,WH_MP_01,"Indore, Madhya Pradesh",Salt,Others,301,2025-01-19,1000,2027-10-16,690,HEALTHY
B_0332,WH_AP_01,"Guntur, Andhra Pradesh",Masur Dal,Pulses,44,2025-04-13,365,2026-04-13,139,HEALTHY
B_0333,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,481,2024-11-12,730,2026-11-12,352,HEALTHY
B_0334,WH_WB_01,"Hooghly, West Bengal",Potato,Vegetable,120,2025-06-29,120,2025-10-27,-29,EXPIRED (Loss)
B_0335,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,482,2025-09-06,730,2027-09-06,650,HEALTHY
B_0336,WH_MH_01,"Nashik, Maharashtra",Onion,Vegetable,180,2025-06-09,60,2025-08-08,-109,EXPIRED (Loss)
B_0337,WH_MH_02,"Latur, Maharashtra",Tur Dal,Pulses,273,2025-06-24,365,2026-06-24,211,HEALTHY
B_0338,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,31,2024-12-12,730,2026-12-12,382,HEALTHY
B_0339,WH_PB_01,"Ludhiana, Punjab",Mustard Oil,Oils,306,2025-01-29,365,2026-01-29,65,HEALTHY
B_0340,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,208,2025-11-11,730,2027-11-11,716,HEALTHY
B_0341,WH_MP_01,"Indore, Madhya Pradesh",Rice,Grains,144,2025-06-21,730,2027-06-21,573,HEALTHY
B_0342,WH_KA_01,"Kolar, Karnataka",Tur Dal,Pulses,286,2025-06-23,365,2026-06-23,210,HEALTHY
B_0343,WH_MH_02,"Latur, Maharashtra",Urad Dal,Pulses,499,2025-03-19,365,2026-03-19,114,HEALTHY
B_0344,WH_UP_01,"Agra, Uttar Pradesh",Wheat,Grains,119,2025-10-06,730,2027-10-06,680,HEALTHY
B_0345,WH_MH_01,"Nashik, Maharashtra",Sunflower Oil,Oils,500,2025-07-11,365,2026-07-11,228,HEALTHY
B_0346,WH_KA_01,"Kolar, Karnataka",Rice,Grains,178,2025-10-07,730,2027-10-07,681,HEALTHY
B_0347,WH_MP_01,"Indore, Madhya Pradesh",Moong Dal,Pulses,221,2025-08-02,365,2026-08-02,250,HEALTHY
B_0348,WH_PB_01,"Ludhiana, Punjab",Gram (Chana),Pulses,411,2025-06-20,365,2026-06-20,207,HEALTHY
B_0349,WH_TN_01,"Chennai, Tamil Nadu",Salt,Others,374,2025-04-24,1000,2028-01-19,785,HEALTHY
B_0350,WH_MH_01,"Nashik, Maharashtra",Potato,Vegetable,49,2024-12-03,120,2025-04-02,-237,EXPIRED (Loss)
B_0351,WH_PB_01,"Ludhiana, Punjab",Wheat,Grains,232,2025-03-27,730,2027-03-27,487,HEALTHY
B_0352,WH_PB_01,"Ludhiana, Punjab",Mustard Oil,Oils,425,2025-08-14,365,2026-08-14,262,HEALTHY
B_0353,WH_UP_01,"Agra, Uttar Pradesh",Mustard Oil,Oils,58,2024-12-10,365,2025-12-10,15,WARNING: Sell Soon
B_0354,WH_UP_01,"Agra, Uttar Pradesh",Potato,Vegetable,147,2025-03-18,120,2025-07-16,-132,EXPIRED (Loss)
B_0355,WH_UP_01,"Agra, Uttar Pradesh",Potato,Vegetable,437,2025-03-06,120,2025-07-04,-144,EXPIRED (Loss)
B_0356,WH_PB_01,"Ludhiana, Punjab",Wheat,Grains,23,2025-06-20,730,2027-06-20,572,HEALTHY
B_0357,WH_DL_01,"Najafgarh, Delhi",Potato,Vegetable,396,2025-10-29,120,2026-02-26,93,HEALTHY
B_0358,WH_MH_01,"Nashik, Maharashtra",Onion,Vegetable,290,2025-07-16,60,2025-09-14,-72,EXPIRED (Loss)
B_0359,WH_DL_01,"Najafgarh, Delhi",Onion,Vegetable,103,2025-04-02,60,2025-06-01,-177,EXPIRED (Loss)
B_0360,WH_PB_01,"Ludhiana, Punjab",Rice,Grains,321,2025-03-15,730,2027-03-15,475,HEALTHY
B_0361,WH_DL_01,"Najafgarh, Delhi",Onion,Vegetable,102,2025-06-19,60,2025-08-18,-99,EXPIRED (Loss)
B_0362,WH_MH_01,"Nashik, Maharashtra",Tur Dal,Pulses,477,2025-08-25,365,2026-08-25,273,HEALTHY
B_0363,WH_UP_01,"Agra, Uttar Pradesh",Wheat,Grains,41,2025-02-12,730,2027-02-12,444,HEALTHY
B_0364,WH_MH_02,"Latur, Maharashtra",Sunflower Oil,Oils,197,2025-09-29,365,2026-09-29,308,HEALTHY
B_0365,WH_MP_01,"Indore, Madhya Pradesh",Gram (Chana),Pulses,498,2025-11-18,365,2026-11-18,358,HEALTHY
B_0366,WH_PB_01,"Ludhiana, Punjab",Mustard Oil,Oils,223,2025-03-03,365,2026-03-03,98,HEALTHY
B_0367,WH_MH_01,"Nashik, Maharashtra",Tur Dal,Pulses,494,2025-10-10,365,2026-10-10,319,HEALTHY
B_0368,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,64,2025-11-17,730,2027-11-17,722,HEALTHY
B_0369,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,436,2025-04-29,730,2027-04-29,520,HEALTHY
B_0370,WH_KA_01,"Kolar, Karnataka",Onion,Vegetable,258,2025-09-13,60,2025-11-12,-13,EXPIRED (Loss)
B_0371,WH_PB_01,"Ludhiana, Punjab",Rice,Grains,101,2025-03-09,730,2027-03-09,469,HEALTHY
B_0372,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,285,2025-07-08,730,2027-07-08,590,HEALTHY
B_0373,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,472,2025-10-12,730,2027-10-12,686,HEALTHY
B_0374,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,106,2025-04-14,730,2027-04-14,505,HEALTHY
B_0375,WH_MH_01,"Nashik, Maharashtra",Onion,Vegetable,447,2025-11-04,60,2026-01-03,39,HEALTHY
B_0376,WH_MP_01,"Indore, Madhya Pradesh",Gram (Chana),Pulses,87,2025-05-15,365,2026-05-15,171,HEALTHY
B_0377,WH_PB_01,"Ludhiana, Punjab",Sunflower Oil,Oils,334,2025-11-15,365,2026-11-15,355,HEALTHY
B_0378,WH_DL_01,"Najafgarh, Delhi",Rice,Grains,93,2025-07-20,730,2027-07-20,602,HEALTHY
B_0379,WH_MH_02,"Latur, Maharashtra",Salt,Others,446,2025-03-08,1000,2027-12-03,738,HEALTHY
B_0380,WH_KA_01,"Kolar, Karnataka",Tomato,Vegetable,147,2025-08-24,15,2025-09-08,-78,EXPIRED (Loss)
B_0381,WH_KA_01,"Kolar, Karnataka",Tur Dal,Pulses,177,2025-05-25,365,2026-05-25,181,HEALTHY
B_0382,WH_TN_01,"Chennai, Tamil Nadu",Urad Dal,Pulses,71,2025-06-02,365,2026-06-02,189,HEALTHY
B_0383,WH_DL_01,"Najafgarh, Delhi",Potato,Vegetable,122,2025-05-13,120,2025-09-10,-76,EXPIRED (Loss)
B_0384,WH_MP_01,"Indore, Madhya Pradesh",Wheat,Grains,364,2025-08-25,730,2027-08-25,638,HEALTHY
B_0385,WH_DL_01,"Najafgarh, Delhi",Rice,Grains,41,2025-07-17,730,2027-07-17,599,HEALTHY
B_0386,WH_MH_02,"Latur, Maharashtra",Sunflower Oil,Oils,88,2025-01-25,365,2026-01-25,61,HEALTHY
B_0387,WH_KA_01,"Kolar, Karnataka",Potato,Vegetable,84,2025-02-13,120,2025-06-13,-165,EXPIRED (Loss)
B_0388,WH_AP_01,"Guntur, Andhra Pradesh",Mustard Oil,Oils,340,2025-04-22,365,2026-04-22,148,HEALTHY
B_0389,WH_AP_01,"Guntur, Andhra Pradesh",Masur Dal,Pulses,426,2025-03-24,365,2026-03-24,119,HEALTHY
B_0390,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,361,2025-08-05,730,2027-08-05,618,HEALTHY
B_0391,WH_MP_01,"Indore, Madhya Pradesh",Rice,Grains,186,2025-07-12,730,2027-07-12,594,HEALTHY
B_0392,WH_DL_01,"Najafgarh, Delhi",Rice,Grains,493,2025-05-31,730,2027-05-31,552,HEALTHY
B_0393,WH_MH_01,"Nashik, Maharashtra",Salt,Others,211,2025-02-04,1000,2027-11-01,706,HEALTHY
B_0394,WH_TN_01,"Chennai, Tamil Nadu",Rice,Grains,151,2024-12-27,730,2026-12-27,397,HEALTHY
B_0395,WH_MH_02,"Latur, Maharashtra",Tur Dal,Pulses,281,2025-01-23,365,2026-01-23,59,HEALTHY
B_0396,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,253,2025-05-12,730,2027-05-12,533,HEALTHY
B_0397,WH_UP_01,"Agra, Uttar Pradesh",Moong Dal,Pulses,112,2025-08-15,365,2026-08-15,263,HEALTHY
B_0398,WH_TN_01,"Chennai, Tamil Nadu",Salt,Others,26,2025-05-10,1000,2028-02-04,801,HEALTHY
B_0399,WH_WB_01,"Hooghly, West Bengal",Sunflower Oil,Oils,216,2025-03-11,365,2026-03-11,106,HEALTHY
B_0400,WH_UP_01,"Agra, Uttar Pradesh",Mustard Oil,Oils,322,2025-03-22,365,2026-03-22,117,HEALTHY
B_0401,WH_MH_01,"Nashik, Maharashtra",Rice,Grains,227,2025-03-26,730,2027-03-26,486,HEALTHY
B_0402,WH_UP_01,"Agra, Uttar Pradesh",Wheat,Grains,359,2025-06-16,730,2027-06-16,568,HEALTHY
B_0403,WH_DL_01,"Najafgarh, Delhi",Tur Dal,Pulses,38,2025-08-13,365,2026-08-13,261,HEALTHY
B_0404,WH_MP_01,"Indore, Madhya Pradesh",Rice,Grains,166,2025-06-03,730,2027-06-03,555,HEALTHY
B_0405,WH_AP_01,"Guntur, Andhra Pradesh",Masur Dal,Pulses,19,2025-07-28,365,2026-07-28,245,HEALTHY
B_0406,WH_KA_01,"Kolar, Karnataka",Tomato,Vegetable,435,2025-03-12,15,2025-03-27,-243,EXPIRED (Loss)
B_0407,WH_TN_01,"Chennai, Tamil Nadu",Tomato,Vegetable,104,2024-12-05,15,2024-12-20,-340,EXPIRED (Loss)
B_0408,WH_KA_01,"Kolar, Karnataka",Tomato,Vegetable,285,2025-07-12,15,2025-07-27,-121,EXPIRED (Loss)
B_0409,WH_MH_02,"Latur, Maharashtra",Tur Dal,Pulses,149,2025-05-21,365,2026-05-21,177,HEALTHY
B_0410,WH_MP_01,"Indore, Madhya Pradesh",Rice,Grains,141,2025-08-18,730,2027-08-18,631,HEALTHY
B_0411,WH_WB_01,"Hooghly, West Bengal",Rice,Grains,492,2025-03-22,730,2027-03-22,482,HEALTHY
B_0412,WH_MP_01,"Indore, Madhya Pradesh",Gram (Chana),Pulses,182,2024-12-23,365,2025-12-23,28,WARNING: Sell Soon
B_0413,WH_PB_01,"Ludhiana, Punjab",Wheat,Grains,451,2025-02-25,730,2027-02-25,457,HEALTHY
B_0414,WH_DL_01,"Najafgarh, Delhi",Onion,Vegetable,158,2025-09-01,60,2025-10-31,-25,EXPIRED (Loss)
B_0415,WH_UP_01,"Agra, Uttar Pradesh",Wheat,Grains,354,2025-04-30,730,2027-04-30,521,HEALTHY
B_0416,WH_DL_01,"Najafgarh, Delhi",Potato,Vegetable,184,2024-12-07,120,2025-04-06,-233,EXPIRED (Loss)
B_0417,WH_AP_01,"Guntur, Andhra Pradesh",Masur Dal,Pulses,249,2025-02-02,365,2026-02-02,69,HEALTHY
B_0418,WH_TN_01,"Chennai, Tamil Nadu",Rice,Grains,411,2025-02-04,730,2027-02-04,436,HEALTHY
B_0419,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,458,2025-09-07,730,2027-09-07,651,HEALTHY
B_0420,WH_PB_01,"Ludhiana, Punjab",Rice,Grains,155,2025-09-10,730,2027-09-10,654,HEALTHY
B_0421,WH_UP_01,"Agra, Uttar Pradesh",Onion,Vegetable,386,2025-10-10,60,2025-12-09,14,CRITICAL: DISPOSE NOW
B_0422,WH_MH_02,"Latur, Maharashtra",Urad Dal,Pulses,408,2025-06-09,365,2026-06-09,196,HEALTHY
B_0423,WH_WB_01,"Hooghly, West Bengal",Masur Dal,Pulses,305,2025-01-25,365,2026-01-25,61,HEALTHY
B_0424,WH_WB_01,"Hooghly, West Bengal",Potato,Vegetable,332,2025-10-31,120,2026-02-28,95,HEALTHY
B_0425,WH_AP_01,"Guntur, Andhra Pradesh",Rice,Grains,369,2025-01-10,730,2027-01-10,411,HEALTHY
B_0426,WH_KA_01,"Kolar, Karnataka",Tur Dal,Pulses,18,2025-08-11,365,2026-08-11,259,HEALTHY
